text,book
was too much afraid of him to talk; Elizabeth was secretly forming a,Pride & Prejudice
desperate resolution; and perhaps he might be doing the same.,Pride & Prejudice
,Pride & Prejudice
"They walked towards the Lucases, because Kitty wished to call upon",Pride & Prejudice
"Maria; and as Elizabeth saw no occasion for making it a general concern,",Pride & Prejudice
when Kitty left them she went boldly on with him alone. Now was the,Pride & Prejudice
"moment for her resolution to be executed, and, while her courage was",Pride & Prejudice
"high, she immediately said:",Pride & Prejudice
,Pride & Prejudice
"""Mr. Darcy, I am a very selfish creature; and, for the sake of giving",Pride & Prejudice
"relief to my own feelings, care not how much I may be wounding yours. I",Pride & Prejudice
can no longer help thanking you for your unexampled kindness to my,Pride & Prejudice
"poor sister. Ever since I have known it, I have been most anxious to",Pride & Prejudice
acknowledge to you how gratefully I feel it. Were it known to the rest,Pride & Prejudice
"of my family, I should not have merely my own gratitude to express.""",Pride & Prejudice
,Pride & Prejudice
"""I am sorry, exceedingly sorry,"" replied Darcy, in a tone of surprise",Pride & Prejudice
"and emotion, ""that you have ever been informed of what may, in a",Pride & Prejudice
"mistaken light, have given you uneasiness. I did not think Mrs. Gardiner",Pride & Prejudice
"was so little to be trusted.""",Pride & Prejudice
,Pride & Prejudice
"""You must not blame my aunt. Lydia's thoughtlessness first betrayed to",Pride & Prejudice
"me that you had been concerned in the matter; and, of course, I could",Pride & Prejudice
"not rest till I knew the particulars. Let me thank you again and again,",Pride & Prejudice
"in the name of all my family, for that generous compassion which induced",Pride & Prejudice
"you to take so much trouble, and bear so many mortifications, for the",Pride & Prejudice
"sake of discovering them.""",Pride & Prejudice
,Pride & Prejudice
"""If you _will_ thank me,"" he replied, ""let it be for yourself alone.",Pride & Prejudice
That the wish of giving happiness to you might add force to the other,Pride & Prejudice
"inducements which led me on, I shall not attempt to deny. But your",Pride & Prejudice
"_family_ owe me nothing. Much as I respect them, I believe I thought",Pride & Prejudice
"only of _you_.""",Pride & Prejudice
,Pride & Prejudice
"Elizabeth was too much embarrassed to say a word. After a short pause,",Pride & Prejudice
"her companion added, ""You are too generous to trifle with me. If your",Pride & Prejudice
"feelings are still what they were last April, tell me so at once. _My_",Pride & Prejudice
"affections and wishes are unchanged, but one word from you will silence",Pride & Prejudice
"me on this subject for ever.""",Pride & Prejudice
,Pride & Prejudice
"Elizabeth, feeling all the more than common awkwardness and anxiety of",Pride & Prejudice
"his situation, now forced herself to speak; and immediately, though not",Pride & Prejudice
"very fluently, gave him to understand that her sentiments had undergone",Pride & Prejudice
"so material a change, since the period to which he alluded, as to make",Pride & Prejudice
her receive with gratitude and pleasure his present assurances. The,Pride & Prejudice
"happiness which this reply produced, was such as he had probably never",Pride & Prejudice
felt before; and he expressed himself on the occasion as sensibly and as,Pride & Prejudice
warmly as a man violently in love can be supposed to do. Had Elizabeth,Pride & Prejudice
"been able to encounter his eye, she might have seen how well the",Pride & Prejudice
"expression of heartfelt delight, diffused over his face, became him;",Pride & Prejudice
"but, though she could not look, she could listen, and he told her of",Pride & Prejudice
"feelings, which, in proving of what importance she was to him, made his",Pride & Prejudice
affection every moment more valuable.,Pride & Prejudice
,Pride & Prejudice
"They walked on, without knowing in what direction. There was too much to",Pride & Prejudice
"be thought, and felt, and said, for attention to any other objects. She",Pride & Prejudice
soon learnt that they were indebted for their present good understanding,Pride & Prejudice
"to the efforts of his aunt, who did call on him in her return through",Pride & Prejudice
"London, and there relate her journey to Longbourn, its motive, and the",Pride & Prejudice
substance of her conversation with Elizabeth; dwelling emphatically on,Pride & Prejudice
"every expression of the latter which, in her ladyship's apprehension,",Pride & Prejudice
peculiarly denoted her perverseness and assurance; in the belief that,Pride & Prejudice
such a relation must assist her endeavours to obtain that promise,Pride & Prejudice
"from her nephew which she had refused to give. But, unluckily for her",Pride & Prejudice
"ladyship, its effect had been exactly contrariwise.",Pride & Prejudice
,Pride & Prejudice
"""It taught me to hope,"" said he, ""as I had scarcely ever allowed myself",Pride & Prejudice
"to hope before. I knew enough of your disposition to be certain that,",Pride & Prejudice
"had you been absolutely, irrevocably decided against me, you would have",Pride & Prejudice
"acknowledged it to Lady Catherine, frankly and openly.""",Pride & Prejudice
,Pride & Prejudice
"Elizabeth coloured and laughed as she replied, ""Yes, you know enough",Pride & Prejudice
of my frankness to believe me capable of _that_. After abusing you so,Pride & Prejudice
"abominably to your face, I could have no scruple in abusing you to all",Pride & Prejudice
"your relations.""",Pride & Prejudice
,Pride & Prejudice
"""What did you say of me, that I did not deserve? For, though your",Pride & Prejudice
"accusations were ill-founded, formed on mistaken premises, my",Pride & Prejudice
behaviour to you at the time had merited the severest reproof. It was,Pride & Prejudice
"unpardonable. I cannot think of it without abhorrence.""",Pride & Prejudice
,Pride & Prejudice
"""We will not quarrel for the greater share of blame annexed to that",Pride & Prejudice
"evening,"" said Elizabeth. ""The conduct of neither, if strictly examined,",Pride & Prejudice
"will be irreproachable; but since then, we have both, I hope, improved",Pride & Prejudice
"in civility.""",Pride & Prejudice
,Pride & Prejudice
"""I cannot be so easily reconciled to myself. The recollection of what I",Pride & Prejudice
"then said, of my conduct, my manners, my expressions during the whole of",Pride & Prejudice
"it, is now, and has been many months, inexpressibly painful to me. Your",Pride & Prejudice
"reproof, so well applied, I shall never forget: 'had you behaved in a",Pride & Prejudice
"more gentlemanlike manner.' Those were your words. You know not, you can",Pride & Prejudice
"scarcely conceive, how they have tortured me;--though it was some time,",Pride & Prejudice
"I confess, before I was reasonable enough to allow their justice.""",Pride & Prejudice
,Pride & Prejudice
"""I was certainly very far from expecting them to make so strong an",Pride & Prejudice
impression. I had not the smallest idea of their being ever felt in such,Pride & Prejudice
"a way.""",Pride & Prejudice
,Pride & Prejudice
"""I can easily believe it. You thought me then devoid of every proper",Pride & Prejudice
"feeling, I am sure you did. The turn of your countenance I shall never",Pride & Prejudice
"forget, as you said that I could not have addressed you in any possible",Pride & Prejudice
"way that would induce you to accept me.""",Pride & Prejudice
,Pride & Prejudice
"""Oh! do not repeat what I then said. These recollections will not do at",Pride & Prejudice
"all. I assure you that I have long been most heartily ashamed of it.""",Pride & Prejudice
,Pride & Prejudice
"Darcy mentioned his letter. ""Did it,"" said he, ""did it soon make you",Pride & Prejudice
"think better of me? Did you, on reading it, give any credit to its",Pride & Prejudice
"contents?""",Pride & Prejudice
,Pride & Prejudice
"She explained what its effect on her had been, and how gradually all her",Pride & Prejudice
former prejudices had been removed.,Pride & Prejudice
,Pride & Prejudice
"""I knew,"" said he, ""that what I wrote must give you pain, but it was",Pride & Prejudice
necessary. I hope you have destroyed the letter. There was one part,Pride & Prejudice
"especially, the opening of it, which I should dread your having the",Pride & Prejudice
power of reading again. I can remember some expressions which might,Pride & Prejudice
"justly make you hate me.""",Pride & Prejudice
,Pride & Prejudice
"""The letter shall certainly be burnt, if you believe it essential to the",Pride & Prejudice
"preservation of my regard; but, though we have both reason to think my",Pride & Prejudice
"opinions not entirely unalterable, they are not, I hope, quite so easily",Pride & Prejudice
"changed as that implies.""",Pride & Prejudice
,Pride & Prejudice
"""When I wrote that letter,"" replied Darcy, ""I believed myself perfectly",Pride & Prejudice
"calm and cool, but I am since convinced that it was written in a",Pride & Prejudice
"dreadful bitterness of spirit.""",Pride & Prejudice
,Pride & Prejudice
"""The letter, perhaps, began in bitterness, but it did not end so. The",Pride & Prejudice
adieu is charity itself. But think no more of the letter. The feelings,Pride & Prejudice
"of the person who wrote, and the person who received it, are now",Pride & Prejudice
"so widely different from what they were then, that every unpleasant",Pride & Prejudice
circumstance attending it ought to be forgotten. You must learn some,Pride & Prejudice
of my philosophy. Think only of the past as its remembrance gives you,Pride & Prejudice
"pleasure.""",Pride & Prejudice
,Pride & Prejudice
"""I cannot give you credit for any philosophy of the kind. Your",Pride & Prejudice
"retrospections must be so totally void of reproach, that the contentment",Pride & Prejudice
"arising from them is not of philosophy, but, what is much better, of",Pride & Prejudice
"innocence. But with me, it is not so. Painful recollections will intrude",Pride & Prejudice
"which cannot, which ought not, to be repelled. I have been a selfish",Pride & Prejudice
"being all my life, in practice, though not in principle. As a child I",Pride & Prejudice
"was taught what was right, but I was not taught to correct my temper. I",Pride & Prejudice
"was given good principles, but left to follow them in pride and conceit.",Pride & Prejudice
"Unfortunately an only son (for many years an only child), I was spoilt",Pride & Prejudice
"by my parents, who, though good themselves (my father, particularly, all",Pride & Prejudice
"that was benevolent and amiable), allowed, encouraged, almost taught",Pride & Prejudice
me to be selfish and overbearing; to care for none beyond my own family,Pride & Prejudice
circle; to think meanly of all the rest of the world; to wish at least,Pride & Prejudice
to think meanly of their sense and worth compared with my own. Such I,Pride & Prejudice
"was, from eight to eight and twenty; and such I might still have been",Pride & Prejudice
"but for you, dearest, loveliest Elizabeth! What do I not owe you! You",Pride & Prejudice
"taught me a lesson, hard indeed at first, but most advantageous. By you,",Pride & Prejudice
I was properly humbled. I came to you without a doubt of my reception.,Pride & Prejudice
You showed me how insufficient were all my pretensions to please a woman,Pride & Prejudice
"worthy of being pleased.""",Pride & Prejudice
,Pride & Prejudice
"""Had you then persuaded yourself that I should?""",Pride & Prejudice
,Pride & Prejudice
"""Indeed I had. What will you think of my vanity? I believed you to be",Pride & Prejudice
"wishing, expecting my addresses.""",Pride & Prejudice
,Pride & Prejudice
"""My manners must have been in fault, but not intentionally, I assure",Pride & Prejudice
"you. I never meant to deceive you, but my spirits might often lead me",Pride & Prejudice
"wrong. How you must have hated me after _that_ evening?""",Pride & Prejudice
,Pride & Prejudice
"""Hate you! I was angry perhaps at first, but my anger soon began to take",Pride & Prejudice
"a proper direction.""",Pride & Prejudice
,Pride & Prejudice
"""I am almost afraid of asking what you thought of me, when we met at",Pride & Prejudice
"Pemberley. You blamed me for coming?""",Pride & Prejudice
,Pride & Prejudice
"""No indeed; I felt nothing but surprise.""",Pride & Prejudice
,Pride & Prejudice
"""Your surprise could not be greater than _mine_ in being noticed by you.",Pride & Prejudice
"My conscience told me that I deserved no extraordinary politeness, and I",Pride & Prejudice
"confess that I did not expect to receive _more_ than my due.""",Pride & Prejudice
,Pride & Prejudice
"""My object then,"" replied Darcy, ""was to show you, by every civility in",Pride & Prejudice
"my power, that I was not so mean as to resent the past; and I hoped to",Pride & Prejudice
"obtain your forgiveness, to lessen your ill opinion, by letting you",Pride & Prejudice
see that your reproofs had been attended to. How soon any other wishes,Pride & Prejudice
"introduced themselves I can hardly tell, but I believe in about half an",Pride & Prejudice
"hour after I had seen you.""",Pride & Prejudice
,Pride & Prejudice
"He then told her of Georgiana's delight in her acquaintance, and of her",Pride & Prejudice
disappointment at its sudden interruption; which naturally leading to,Pride & Prejudice
"the cause of that interruption, she soon learnt that his resolution of",Pride & Prejudice
following her from Derbyshire in quest of her sister had been formed,Pride & Prejudice
"before he quitted the inn, and that his gravity and thoughtfulness",Pride & Prejudice
there had arisen from no other struggles than what such a purpose must,Pride & Prejudice
comprehend.,Pride & Prejudice
,Pride & Prejudice
"She expressed her gratitude again, but it was too painful a subject to",Pride & Prejudice
"each, to be dwelt on farther.",Pride & Prejudice
,Pride & Prejudice
"After walking several miles in a leisurely manner, and too busy to know",Pride & Prejudice
"anything about it, they found at last, on examining their watches, that",Pride & Prejudice
it was time to be at home.,Pride & Prejudice
,Pride & Prejudice
"""What could become of Mr. Bingley and Jane!"" was a wonder which",Pride & Prejudice
introduced the discussion of their affairs. Darcy was delighted with,Pride & Prejudice
their engagement; his friend had given him the earliest information of,Pride & Prejudice
it.,Pride & Prejudice
,Pride & Prejudice
"""I must ask whether you were surprised?"" said Elizabeth.",Pride & Prejudice
,Pride & Prejudice
"""Not at all. When I went away, I felt that it would soon happen.""",Pride & Prejudice
,Pride & Prejudice
"""That is to say, you had given your permission. I guessed as much."" And",Pride & Prejudice
"though he exclaimed at the term, she found that it had been pretty much",Pride & Prejudice
the case.,Pride & Prejudice
,Pride & Prejudice
"""On the evening before my going to London,"" said he, ""I made a",Pride & Prejudice
"confession to him, which I believe I ought to have made long ago. I",Pride & Prejudice
told him of all that had occurred to make my former interference in his,Pride & Prejudice
affairs absurd and impertinent. His surprise was great. He had never had,Pride & Prejudice
"the slightest suspicion. I told him, moreover, that I believed myself",Pride & Prejudice
"mistaken in supposing, as I had done, that your sister was indifferent",Pride & Prejudice
to him; and as I could easily perceive that his attachment to her was,Pride & Prejudice
"unabated, I felt no doubt of their happiness together.""",Pride & Prejudice
,Pride & Prejudice
Elizabeth could not help smiling at his easy manner of directing his,Pride & Prejudice
friend.,Pride & Prejudice
,Pride & Prejudice
"""Did you speak from your own observation,"" said she, ""when you told him",Pride & Prejudice
"that my sister loved him, or merely from my information last spring?""",Pride & Prejudice
,Pride & Prejudice
"""From the former. I had narrowly observed her during the two visits",Pride & Prejudice
"which I had lately made here; and I was convinced of her affection.""",Pride & Prejudice
,Pride & Prejudice
"""And your assurance of it, I suppose, carried immediate conviction to",Pride & Prejudice
"him.""",Pride & Prejudice
,Pride & Prejudice
"""It did. Bingley is most unaffectedly modest. His diffidence had",Pride & Prejudice
"prevented his depending on his own judgment in so anxious a case, but",Pride & Prejudice
his reliance on mine made every thing easy. I was obliged to confess,Pride & Prejudice
"one thing, which for a time, and not unjustly, offended him. I could not",Pride & Prejudice
allow myself to conceal that your sister had been in town three months,Pride & Prejudice
"last winter, that I had known it, and purposely kept it from him. He was",Pride & Prejudice
"angry. But his anger, I am persuaded, lasted no longer than he remained",Pride & Prejudice
in any doubt of your sister's sentiments. He has heartily forgiven me,Pride & Prejudice
"now.""",Pride & Prejudice
,Pride & Prejudice
Elizabeth longed to observe that Mr. Bingley had been a most delightful,Pride & Prejudice
friend; so easily guided that his worth was invaluable; but she checked,Pride & Prejudice
"herself. She remembered that he had yet to learn to be laughed at,",Pride & Prejudice
and it was rather too early to begin. In anticipating the happiness,Pride & Prejudice
"of Bingley, which of course was to be inferior only to his own, he",Pride & Prejudice
continued the conversation till they reached the house. In the hall they,Pride & Prejudice
parted.,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
Chapter 59,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
"""My dear Lizzy, where can you have been walking to?"" was a question",Pride & Prejudice
"which Elizabeth received from Jane as soon as she entered their room,",Pride & Prejudice
and from all the others when they sat down to table. She had only to,Pride & Prejudice
"say in reply, that they had wandered about, till she was beyond her own",Pride & Prejudice
"knowledge. She coloured as she spoke; but neither that, nor anything",Pride & Prejudice
"else, awakened a suspicion of the truth.",Pride & Prejudice
,Pride & Prejudice
"The evening passed quietly, unmarked by anything extraordinary. The",Pride & Prejudice
"acknowledged lovers talked and laughed, the unacknowledged were silent.",Pride & Prejudice
Darcy was not of a disposition in which happiness overflows in mirth;,Pride & Prejudice
"and Elizabeth, agitated and confused, rather _knew_ that she was happy",Pride & Prejudice
"than _felt_ herself to be so; for, besides the immediate embarrassment,",Pride & Prejudice
there were other evils before her. She anticipated what would be felt,Pride & Prejudice
in the family when her situation became known; she was aware that no,Pride & Prejudice
one liked him but Jane; and even feared that with the others it was a,Pride & Prejudice
dislike which not all his fortune and consequence might do away.,Pride & Prejudice
,Pride & Prejudice
At night she opened her heart to Jane. Though suspicion was very far,Pride & Prejudice
"from Miss Bennet's general habits, she was absolutely incredulous here.",Pride & Prejudice
,Pride & Prejudice
"""You are joking, Lizzy. This cannot be!--engaged to Mr. Darcy! No, no,",Pride & Prejudice
"you shall not deceive me. I know it to be impossible.""",Pride & Prejudice
,Pride & Prejudice
"""This is a wretched beginning indeed! My sole dependence was on you; and",Pride & Prejudice
"I am sure nobody else will believe me, if you do not. Yet, indeed, I am",Pride & Prejudice
"in earnest. I speak nothing but the truth. He still loves me, and we are",Pride & Prejudice
"engaged.""",Pride & Prejudice
,Pride & Prejudice
"Jane looked at her doubtingly. ""Oh, Lizzy! it cannot be. I know how much",Pride & Prejudice
"you dislike him.""",Pride & Prejudice
,Pride & Prejudice
"""You know nothing of the matter. _That_ is all to be forgot. Perhaps I",Pride & Prejudice
did not always love him so well as I do now. But in such cases as,Pride & Prejudice
"these, a good memory is unpardonable. This is the last time I shall ever",Pride & Prejudice
"remember it myself.""",Pride & Prejudice
,Pride & Prejudice
"Miss Bennet still looked all amazement. Elizabeth again, and more",Pride & Prejudice
seriously assured her of its truth.,Pride & Prejudice
,Pride & Prejudice
"""Good Heaven! can it be really so! Yet now I must believe you,"" cried",Pride & Prejudice
"Jane. ""My dear, dear Lizzy, I would--I do congratulate you--but are you",Pride & Prejudice
certain? forgive the question--are you quite certain that you can be,Pride & Prejudice
"happy with him?""",Pride & Prejudice
,Pride & Prejudice
"""There can be no doubt of that. It is settled between us already, that",Pride & Prejudice
"we are to be the happiest couple in the world. But are you pleased,",Pride & Prejudice
"Jane? Shall you like to have such a brother?""",Pride & Prejudice
,Pride & Prejudice
"""Very, very much. Nothing could give either Bingley or myself more",Pride & Prejudice
"delight. But we considered it, we talked of it as impossible. And do you",Pride & Prejudice
"really love him quite well enough? Oh, Lizzy! do anything rather than",Pride & Prejudice
marry without affection. Are you quite sure that you feel what you ought,Pride & Prejudice
"to do?""",Pride & Prejudice
,Pride & Prejudice
"""Oh, yes! You will only think I feel _more_ than I ought to do, when I",Pride & Prejudice
"tell you all.""",Pride & Prejudice
,Pride & Prejudice
"""What do you mean?""",Pride & Prejudice
,Pride & Prejudice
"""Why, I must confess that I love him better than I do Bingley. I am",Pride & Prejudice
"afraid you will be angry.""",Pride & Prejudice
,Pride & Prejudice
"""My dearest sister, now _be_ serious. I want to talk very seriously. Let",Pride & Prejudice
"me know every thing that I am to know, without delay. Will you tell me",Pride & Prejudice
"how long you have loved him?""",Pride & Prejudice
,Pride & Prejudice
"""It has been coming on so gradually, that I hardly know when it began.",Pride & Prejudice
But I believe I must date it from my first seeing his beautiful grounds,Pride & Prejudice
"at Pemberley.""",Pride & Prejudice
,Pride & Prejudice
"Another entreaty that she would be serious, however, produced the",Pride & Prejudice
desired effect; and she soon satisfied Jane by her solemn assurances,Pride & Prejudice
"of attachment. When convinced on that article, Miss Bennet had nothing",Pride & Prejudice
further to wish.,Pride & Prejudice
,Pride & Prejudice
"""Now I am quite happy,"" said she, ""for you will be as happy as myself.",Pride & Prejudice
"I always had a value for him. Were it for nothing but his love of you,",Pride & Prejudice
"I must always have esteemed him; but now, as Bingley's friend and your",Pride & Prejudice
"husband, there can be only Bingley and yourself more dear to me. But",Pride & Prejudice
"Lizzy, you have been very sly, very reserved with me. How little did you",Pride & Prejudice
tell me of what passed at Pemberley and Lambton! I owe all that I know,Pride & Prejudice
"of it to another, not to you.""",Pride & Prejudice
,Pride & Prejudice
Elizabeth told her the motives of her secrecy. She had been unwilling,Pride & Prejudice
to mention Bingley; and the unsettled state of her own feelings had made,Pride & Prejudice
her equally avoid the name of his friend. But now she would no longer,Pride & Prejudice
"conceal from her his share in Lydia's marriage. All was acknowledged,",Pride & Prejudice
and half the night spent in conversation.,Pride & Prejudice
,Pride & Prejudice
                          * * * * *,Pride & Prejudice
,Pride & Prejudice
"""Good gracious!"" cried Mrs. Bennet, as she stood at a window the next",Pride & Prejudice
"morning, ""if that disagreeable Mr. Darcy is not coming here again with",Pride & Prejudice
our dear Bingley! What can he mean by being so tiresome as to be always,Pride & Prejudice
"coming here? I had no notion but he would go a-shooting, or something or",Pride & Prejudice
"other, and not disturb us with his company. What shall we do with him?",Pride & Prejudice
"Lizzy, you must walk out with him again, that he may not be in Bingley's",Pride & Prejudice
"way.""",Pride & Prejudice
,Pride & Prejudice
Elizabeth could hardly help laughing at so convenient a proposal; yet,Pride & Prejudice
was really vexed that her mother should be always giving him such an,Pride & Prejudice
epithet.,Pride & Prejudice
,Pride & Prejudice
"As soon as they entered, Bingley looked at her so expressively, and",Pride & Prejudice
"shook hands with such warmth, as left no doubt of his good information;",Pride & Prejudice
"and he soon afterwards said aloud, ""Mrs. Bennet, have you no more lanes",Pride & Prejudice
"hereabouts in which Lizzy may lose her way again to-day?""",Pride & Prejudice
,Pride & Prejudice
"""I advise Mr. Darcy, and Lizzy, and Kitty,"" said Mrs. Bennet, ""to walk",Pride & Prejudice
"to Oakham Mount this morning. It is a nice long walk, and Mr. Darcy has",Pride & Prejudice
"never seen the view.""",Pride & Prejudice
,Pride & Prejudice
"""It may do very well for the others,"" replied Mr. Bingley; ""but I am",Pride & Prejudice
"sure it will be too much for Kitty. Won't it, Kitty?"" Kitty owned that",Pride & Prejudice
she had rather stay at home. Darcy professed a great curiosity to see,Pride & Prejudice
"the view from the Mount, and Elizabeth silently consented. As she went",Pride & Prejudice
"up stairs to get ready, Mrs. Bennet followed her, saying:",Pride & Prejudice
,Pride & Prejudice
"""I am quite sorry, Lizzy, that you should be forced to have that",Pride & Prejudice
disagreeable man all to yourself. But I hope you will not mind it: it is,Pride & Prejudice
"all for Jane's sake, you know; and there is no occasion for talking",Pride & Prejudice
"to him, except just now and then. So, do not put yourself to",Pride & Prejudice
"inconvenience.""",Pride & Prejudice
,Pride & Prejudice
"During their walk, it was resolved that Mr. Bennet's consent should be",Pride & Prejudice
asked in the course of the evening. Elizabeth reserved to herself the,Pride & Prejudice
application for her mother's. She could not determine how her mother,Pride & Prejudice
would take it; sometimes doubting whether all his wealth and grandeur,Pride & Prejudice
would be enough to overcome her abhorrence of the man. But whether she,Pride & Prejudice
"were violently set against the match, or violently delighted with it, it",Pride & Prejudice
was certain that her manner would be equally ill adapted to do credit,Pride & Prejudice
to her sense; and she could no more bear that Mr. Darcy should hear,Pride & Prejudice
"the first raptures of her joy, than the first vehemence of her",Pride & Prejudice
disapprobation.,Pride & Prejudice
,Pride & Prejudice
                          * * * * *,Pride & Prejudice
,Pride & Prejudice
"In the evening, soon after Mr. Bennet withdrew to the library, she saw",Pride & Prejudice
"Mr. Darcy rise also and follow him, and her agitation on seeing it was",Pride & Prejudice
"extreme. She did not fear her father's opposition, but he was going to",Pride & Prejudice
"be made unhappy; and that it should be through her means--that _she_,",Pride & Prejudice
"his favourite child, should be distressing him by her choice, should be",Pride & Prejudice
filling him with fears and regrets in disposing of her--was a wretched,Pride & Prejudice
"reflection, and she sat in misery till Mr. Darcy appeared again, when,",Pride & Prejudice
"looking at him, she was a little relieved by his smile. In a few minutes",Pride & Prejudice
"he approached the table where she was sitting with Kitty; and, while",Pride & Prejudice
"pretending to admire her work said in a whisper, ""Go to your father, he",Pride & Prejudice
"wants you in the library."" She was gone directly.",Pride & Prejudice
,Pride & Prejudice
"Her father was walking about the room, looking grave and anxious.",Pride & Prejudice
"""Lizzy,"" said he, ""what are you doing? Are you out of your senses, to be",Pride & Prejudice
"accepting this man? Have not you always hated him?""",Pride & Prejudice
,Pride & Prejudice
How earnestly did she then wish that her former opinions had been more,Pride & Prejudice
"reasonable, her expressions more moderate! It would have spared her from",Pride & Prejudice
explanations and professions which it was exceedingly awkward to give;,Pride & Prejudice
"but they were now necessary, and she assured him, with some confusion,",Pride & Prejudice
of her attachment to Mr. Darcy.,Pride & Prejudice
,Pride & Prejudice
"""Or, in other words, you are determined to have him. He is rich, to be",Pride & Prejudice
"sure, and you may have more fine clothes and fine carriages than Jane.",Pride & Prejudice
"But will they make you happy?""",Pride & Prejudice
,Pride & Prejudice
"""Have you any other objection,"" said Elizabeth, ""than your belief of my",Pride & Prejudice
"indifference?""",Pride & Prejudice
,Pride & Prejudice
"""None at all. We all know him to be a proud, unpleasant sort of man; but",Pride & Prejudice
"this would be nothing if you really liked him.""",Pride & Prejudice
,Pride & Prejudice
"""I do, I do like him,"" she replied, with tears in her eyes, ""I love him.",Pride & Prejudice
Indeed he has no improper pride. He is perfectly amiable. You do not,Pride & Prejudice
know what he really is; then pray do not pain me by speaking of him in,Pride & Prejudice
"such terms.""",Pride & Prejudice
,Pride & Prejudice
"""Lizzy,"" said her father, ""I have given him my consent. He is the kind",Pride & Prejudice
"of man, indeed, to whom I should never dare refuse anything, which he",Pride & Prejudice
"condescended to ask. I now give it to _you_, if you are resolved on",Pride & Prejudice
having him. But let me advise you to think better of it. I know,Pride & Prejudice
"your disposition, Lizzy. I know that you could be neither happy nor",Pride & Prejudice
"respectable, unless you truly esteemed your husband; unless you looked",Pride & Prejudice
up to him as a superior. Your lively talents would place you in the,Pride & Prejudice
greatest danger in an unequal marriage. You could scarcely escape,Pride & Prejudice
"discredit and misery. My child, let me not have the grief of seeing",Pride & Prejudice
_you_ unable to respect your partner in life. You know not what you are,Pride & Prejudice
"about.""",Pride & Prejudice
,Pride & Prejudice
"Elizabeth, still more affected, was earnest and solemn in her reply; and",Pride & Prejudice
"at length, by repeated assurances that Mr. Darcy was really the object",Pride & Prejudice
"of her choice, by explaining the gradual change which her estimation of",Pride & Prejudice
"him had undergone, relating her absolute certainty that his affection",Pride & Prejudice
"was not the work of a day, but had stood the test of many months'",Pride & Prejudice
"suspense, and enumerating with energy all his good qualities, she did",Pride & Prejudice
"conquer her father's incredulity, and reconcile him to the match.",Pride & Prejudice
,Pride & Prejudice
"""Well, my dear,"" said he, when she ceased speaking, ""I have no more to",Pride & Prejudice
"say. If this be the case, he deserves you. I could not have parted with",Pride & Prejudice
"you, my Lizzy, to anyone less worthy.""",Pride & Prejudice
,Pride & Prejudice
"To complete the favourable impression, she then told him what Mr. Darcy",Pride & Prejudice
had voluntarily done for Lydia. He heard her with astonishment.,Pride & Prejudice
,Pride & Prejudice
"""This is an evening of wonders, indeed! And so, Darcy did every thing;",Pride & Prejudice
"made up the match, gave the money, paid the fellow's debts, and got him",Pride & Prejudice
his commission! So much the better. It will save me a world of trouble,Pride & Prejudice
"and economy. Had it been your uncle's doing, I must and _would_ have",Pride & Prejudice
paid him; but these violent young lovers carry every thing their own,Pride & Prejudice
way. I shall offer to pay him to-morrow; he will rant and storm about,Pride & Prejudice
"his love for you, and there will be an end of the matter.""",Pride & Prejudice
,Pride & Prejudice
"He then recollected her embarrassment a few days before, on his reading",Pride & Prejudice
"Mr. Collins's letter; and after laughing at her some time, allowed her",Pride & Prejudice
"at last to go--saying, as she quitted the room, ""If any young men come",Pride & Prejudice
"for Mary or Kitty, send them in, for I am quite at leisure.""",Pride & Prejudice
,Pride & Prejudice
"Elizabeth's mind was now relieved from a very heavy weight; and, after",Pride & Prejudice
"half an hour's quiet reflection in her own room, she was able to join",Pride & Prejudice
the others with tolerable composure. Every thing was too recent for,Pride & Prejudice
"gaiety, but the evening passed tranquilly away; there was no longer",Pride & Prejudice
"anything material to be dreaded, and the comfort of ease and familiarity",Pride & Prejudice
would come in time.,Pride & Prejudice
,Pride & Prejudice
"When her mother went up to her dressing-room at night, she followed her,",Pride & Prejudice
and made the important communication. Its effect was most extraordinary;,Pride & Prejudice
"for on first hearing it, Mrs. Bennet sat quite still, and unable to",Pride & Prejudice
"utter a syllable. Nor was it under many, many minutes that she could",Pride & Prejudice
comprehend what she heard; though not in general backward to credit,Pride & Prejudice
"what was for the advantage of her family, or that came in the shape of a",Pride & Prejudice
"lover to any of them. She began at length to recover, to fidget about in",Pride & Prejudice
"her chair, get up, sit down again, wonder, and bless herself.",Pride & Prejudice
,Pride & Prejudice
"""Good gracious! Lord bless me! only think! dear me! Mr. Darcy! Who would",Pride & Prejudice
have thought it! And is it really true? Oh! my sweetest Lizzy! how rich,Pride & Prejudice
"and how great you will be! What pin-money, what jewels, what carriages",Pride & Prejudice
you will have! Jane's is nothing to it--nothing at all. I am so,Pride & Prejudice
"pleased--so happy. Such a charming man!--so handsome! so tall!--Oh, my",Pride & Prejudice
dear Lizzy! pray apologise for my having disliked him so much before. I,Pride & Prejudice
"hope he will overlook it. Dear, dear Lizzy. A house in town! Every thing",Pride & Prejudice
"that is charming! Three daughters married! Ten thousand a year! Oh,",Pride & Prejudice
"Lord! What will become of me. I shall go distracted.""",Pride & Prejudice
,Pride & Prejudice
This was enough to prove that her approbation need not be doubted: and,Pride & Prejudice
